#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
739430	5878	351	111816	106848	-	-	RAB5C	APP	L1880|RAB5CL|RAB5L|RABL	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	PUBMED:21832049	9606	9606	High Throughput	-	-	-	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747129	10211	5878	115506	111816	DADB-118P11.2	-	FLOT1	RAB5C	-	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.942	-	Denoised score >= 0.75	-	BIOGRID	O75955	Q5ST80	NP_001305804|NP_005794	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747818	3187	5878	109428	111816	-	-	HNRNPH1	RAB5C	HNRPH|HNRPH1|hnRNPH	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.901	-	Denoised score >= 0.75	-	BIOGRID	P31943	E9PCY7|G8JLB6	NP_001351162|NP_001351163|NP_001351160|NP_001351161|NP_001351166|NP_001351167|NP_001351164|NP_001351165|NP_001351168|NP_001351169|NP_001350501|NP_005511|NP_001351179|NP_001351175|NP_001351174|NP_001351177|NP_001351176|NP_001351171|NP_001351170|NP_001351173|NP_001351172|NP_001351157|NP_001351156|NP_001351155|NP_001351154|NP_001351159|NP_001351158|NP_001244222	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747940	8649	5878	114201	111816	PRO2783	-	LAMTOR3	RAB5C	MAP2K1IP1|MAPBP|MAPKSP1|MP1|PRO0633|Ragulator3	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.895	-	Denoised score >= 0.75	-	BIOGRID	Q9UHA4	-	NP_068805|NP_001230665	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749816	10269	5878	115560	111816	-	-	ZMPSTE24	RAB5C	FACE-1|FACE1|HGPS|PRO1|STE24|Ste24p	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.83	-	Denoised score >= 0.75	-	BIOGRID	O75844	-	NP_005848	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
826095	2335	5878	108621	111816	-	-	FN1	RAB5C	CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Humphries JD (2009)	PUBMED:19738201	9606	9606	High Throughput	-	-	exogenous expression of bait	-	BIOGRID	P02751	Q6N084|Q6MZF4|Q9UQS6|Q6MZM7	NP_473375|NP_001293059|NP_001293058|NP_001293060|NP_001293061|NP_997647|NP_997641|NP_997643|NP_997639|NP_002017	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	BTO:0000664	K-562 cell	cell line	DOID:8552	chronic myeloid leukemia	-	Homo sapiens	Homo sapiens
826118	7412	5878	113255	111816	-	-	VCAM1	RAB5C	CD106|INCAM-100	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Humphries JD (2009)	PUBMED:19738201	9606	9606	High Throughput	-	-	exogenous expression of bait	-	BIOGRID	P19320	-	NP_001186763|NP_001069|NP_542413	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	BTO:0000664	K-562 cell	cell line	DOID:8552	chronic myeloid leukemia	-	Homo sapiens	Homo sapiens
837206	3676	5878	109883	111816	-	-	ITGA4	RAB5C	CD49D|IA4	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Byron A (2012)	PUBMED:22623428	9606	9606	High Throughput	-	-	exogenous expression of bait	-	BIOGRID	P13612	-	NP_001303241|NP_000876	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	BTO:0000664|DOID:8552	K-562 cell|chronic myeloid leukemia	cell line|disease	-|-	-|-	-|-	Homo sapiens	Homo sapiens
886722	495	5878	106985	111816	-	-	ATP4A	RAB5C	ATP6A	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Lapierre LA (2007)	PUBMED:17255364	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20648	Q658V6	NP_000695	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	BTO:0004109	fundic mucosa	tissue	-	-	-	Homo sapiens	Homo sapiens
934149	6117	5878	112037	111816	-	-	RPA1	RAB5C	HSSB|MST075|REPA1|RF-A|RP-A|RPA70	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Marechal A (2014)	PUBMED:24332808	9606	9606	High Throughput	-	-	-	-	BIOGRID	P27694	-	NP_002936|NP_001342049|NP_001342050	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
934182	6118	5878	112038	111816	RP4-547C9.3	-	RPA2	RAB5C	REPA2|RP-A p32|RP-A p34|RPA32	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Marechal A (2014)	PUBMED:24332808	9606	9606	High Throughput	-	-	-	-	BIOGRID	P15927	B4DUL2	NP_001342057|NP_002937|NP_001284487|NP_001342058|NP_001273005	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
934215	6119	5878	112039	111816	-	-	RPA3	RAB5C	REPA3	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Marechal A (2014)	PUBMED:24332808	9606	9606	High Throughput	-	-	-	-	BIOGRID	P35244	A4D105	NP_002938	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950369	6780	5878	112657	111816	RP3-470L14.2	-	STAU1	RAB5C	PPP1R150|STAU	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Milev MP (2012)	PUBMED:23125841	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95793	B3KRE0|Q6PJX3	NP_059347|NP_059346|NP_001306063|NP_059348|NP_001309858|NP_001032405|NP_001306064|NP_001309862|NP_001309859|NP_004593|NP_001309857|NP_001309856|NP_001309860|NP_001309861	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1041448	5878	55198	111816	120495	-	-	RAB5C	APPL2	L1880|RAB5CL|RAB5L|RABL	DIP13B	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q8NEU8	-	NP_001238834|NP_060641|NP_001238833	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1052683	4343	5878	110484	111816	RP11-426L16.2	-	MOV10	RAB5C	fSAP113|gb110	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-RNA	physical	Castello A (2012)	PUBMED:22658674	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9HCE1	Q5JR04	NP_001273001|NP_001308253|NP_066014|NP_001123551|NP_001356436	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1053697	10482	5878	115745	111816	-	-	NXF1	RAB5C	MEX67|TAP	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-RNA	physical	Castello A (2012)	PUBMED:22658674	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UBU9	Q59E96	NP_006353|NP_001074960	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1057950	9820	5878	115159	111816	-	-	CUL7	RAB5C	3M1|KIAA0076|dJ20C7.5	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Hanson D (2014)	PUBMED:24711643	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14999	-	NP_001361802|NP_001361803|NP_001161842|NP_001361801|NP_055595	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059129	83987	5878	123838	111816	-	-	CCDC8	RAB5C	3M3|PPP1R20|p90	L1880|RAB5CL|RAB5L|RABL	Affinity Capture-MS	physical	Hanson D (2014)	PUBMED:24711643	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0W5	G8IFA7	NP_114429	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258701	5878	375	111816	106870	-	-	RAB5C	ARF1	L1880|RAB5CL|RAB5L|RABL	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.262142003	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P84077	A0A024R3Q3	NP_001019398|NP_001019397|NP_001649|NP_001019399	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258839	5878	127829	111816	126084	-	-	RAB5C	ARL8A	L1880|RAB5CL|RAB5L|RABL	ARL10B|GIE2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.091227022	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q96BM9	A0A087X2J2|A0A024R977	NP_620150|NP_001243058	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1261904	5878	2108	111816	108409	-	-	RAB5C	ETFA	L1880|RAB5CL|RAB5L|RABL	EMA|GA2|MADD	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.626498837	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P13804	-	NP_001121188|NP_000117	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1264080	5878	3939	111816	110131	-	PIG19	RAB5C	LDHA	L1880|RAB5CL|RAB5L|RABL	GSD11|HEL-S-133P|LDH1|LDHM	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.372117133	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P00338	V9HWB9	NP_001158886|NP_001158887|NP_001158888|NP_005557|NP_001128711	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1264090	5878	160287	111816	127750	-	-	RAB5C	LDHAL6A	L1880|RAB5CL|RAB5L|RABL	LDH6A	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.257798184	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q6ZMR3	-	NP_659409|NP_001137543	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1264096	5878	92483	111816	124950	-	-	RAB5C	LDHAL6B	L1880|RAB5CL|RAB5L|RABL	LDH6B|LDHAL6|LDHL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.534104215	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q9BYZ2	-	NP_149972	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1264112	5878	3945	111816	110137	-	-	RAB5C	LDHB	L1880|RAB5CL|RAB5L|RABL	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.417400515	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P07195	Q5U077	NP_001302466|NP_002291|NP_001167568	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1267935	5878	5701	111816	111674	-	-	RAB5C	PSMC2	L1880|RAB5CL|RAB5L|RABL	MSS1|Nbla10058|S7	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.136891912	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P35998	B7Z571	NP_001191382|NP_002794	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268494	5878	5861	111816	111799	-	-	RAB5C	RAB1A	L1880|RAB5CL|RAB5L|RABL	RAB1|YPT1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.698096712	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268517	5878	81876	111816	123619	-	-	RAB5C	RAB1B	L1880|RAB5CL|RAB5L|RABL	-	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.487420889	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q9H0U4	-	NP_112243	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268538	5878	5862	111816	111800	-	-	RAB5C	RAB2A	L1880|RAB5CL|RAB5L|RABL	LHX|RAB2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.072243471	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P61019	A0A024R7V6	NP_002856|NP_001229573	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268559	3956	5878	110147	111816	-	-	LGALS1	RAB5C	GAL1|GBP	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.074462414	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P09382	-	NP_002296	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268560	10890	5878	116096	111816	-	-	RAB10	RAB5C	-	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.16805294	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P61026	-	NP_057215	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268561	8766	5878	114299	111816	-	-	RAB11A	RAB5C	YL8	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.284603124	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P62491	A0A024R5Z8	NP_004654|NP_001193765	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268562	9230	5878	114661	111816	-	-	RAB11B	RAB5C	H-YPT3	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.493044624	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q15907	-	NP_004209	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268563	7879	5878	113624	111816	-	-	RAB7A	RAB5C	PRO2706|RAB7	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.948574118	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P51149	-	NP_004628	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268564	5906	5878	111841	111816	-	-	RAP1A	RAB5C	C21KG|G-22K|KREV-1|KREV1|RAP1|SMGP21	L1880|RAB5CL|RAB5L|RABL	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.137891352	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P62834	A8KAH9	NP_001278825|NP_001357146|NP_001010935|NP_002875|NP_001357145	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	-	-	-	-	-	-	Homo sapiens	Homo sapiens
