#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
423488	10980	8450	116176	114028	-	-	COPS6	CUL4B	CSN6|MOV34-34KD	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	18.72	-	exogenous expression of bait	-	BIOGRID	Q7L5N1	-	NP_006824	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
423489	57599	8450	121649	114028	-	-	WDR48	CUL4B	P80|SPG60|UAF1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Sowa ME (2009)	PUBMED:19615732	9606	9606	High Throughput	3.6	-	exogenous expression of bait	-	BIOGRID	Q8TAF3	A0A024R2L1	NP_001333157|NP_001333156|NP_001333155|NP_001333154|NP_001290332|NP_001290331|NP_065890	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	BTO:0000007	HEK-293 cell	cell line	BTO:0000414	epithelial cell	-	Homo sapiens	Homo sapiens
429825	1642	8450	108009	114028	-	-	DDB1	CUL4B	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Angers S (2006)	PUBMED:16964240	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16531	-	NP_001914	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
429853	8451	8450	114029	114028	RP11-391H12.1	-	CUL4A	CUL4B	-	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Angers S (2006)	PUBMED:16964240	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13619	B2RBV7	NP_001341868|NP_001265443|NP_001341869|NP_001341871|NP_001341867|NP_001265442|NP_001008895|NP_003580|NP_001341870	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
435483	1642	8450	108009	114028	-	-	DDB1	CUL4B	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Jin J (2006)	PUBMED:16949367	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16531	-	NP_001914	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
435544	51514	8450	119582	114028	RP11-15I11.1	-	DTL	CUL4B	CDT2|DCAF2|L2DTL|RAMP	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Jin J (2006)	PUBMED:16949367	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZJ0	B4E0E6	NP_001273158|NP_001273159|NP_057532	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
437695	1642	8450	108009	114028	-	-	DDB1	CUL4B	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Wang H (2006)	PUBMED:16678110	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16531	-	NP_001914	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465052	8533	8450	114103	114028	-	-	COPS3	CUL4B	CSN3|SGN3	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Min KW (2005)	PUBMED:16036220	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNS2	-	NP_003644|NP_001303284|NP_001303285|NP_001303286|NP_001303287|NP_001186054|NP_001303283	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470399	8450	1642	114028	108009	-	-	CUL4B	DDB1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q16531	-	NP_001914	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470400	8450	7088	114028	112943	-	RP11-203D19.1	CUL4B	TLE1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	ESG|ESG1|GRG1	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q04724	-	NP_005068|NP_001290032|NP_001290033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470401	8450	7089	114028	112944	-	-	CUL4B	TLE2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	ESG|ESG2|GRG2	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q04725	K7EMK7	NP_003251|NP_001138233|NP_001138234|NP_001287775	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470402	8450	7090	114028	112945	-	-	CUL4B	TLE3	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	ESG|ESG3|GRG3|HsT18976	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q04726	H0YKT5|Q6PRX3|F5H7D6|B3KUA2	NP_001269908|NP_001269909|NP_005069|NP_001269911|NP_001269910|NP_065959|NP_001098662	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470403	8450	51514	114028	119582	-	RP11-15I11.1	CUL4B	DTL	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDT2|DCAF2|L2DTL|RAMP	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9NZJ0	B4E0E6	NP_001273158|NP_001273159|NP_057532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470404	8450	80232	114028	123195	-	PRO0852	CUL4B	WDR26	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDW2|GID7|MIP2	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9H7D7	-	NP_001366332|NP_001108585|NP_079436	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470405	8450	55234	114028	120528	-	RP11-54K16.3	CUL4B	SMU1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	BWD|SMU-1|fSAP57	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q2TAY7	A0MNN4	NP_060695	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470406	8450	83743	114028	123751	-	-	CUL4B	GRWD1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDW4|GRWD|RRB1|WDR28	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9BQ67	A0MNN5	NP_113673	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470407	8450	80335	114028	123245	-	UNQ9342/PRO34047	CUL4B	WDR82	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	MST107|MSTP107|PRO2730|PRO34047|SWD2|TMEM113|WDR82A	Affinity Capture-MS	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q6UXN9	A0A024R333	NP_079498	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470420	8450	1643	114028	108010	-	-	CUL4B	DDB2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	DDBB|UV-DDB2	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q92466	-	NP_001287663|NP_000098	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470421	8450	51514	114028	119582	-	RP11-15I11.1	CUL4B	DTL	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDT2|DCAF2|L2DTL|RAMP	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9NZJ0	B4E0E6	NP_001273158|NP_001273159|NP_057532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470422	8450	80232	114028	123195	-	PRO0852	CUL4B	WDR26	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDW2|GID7|MIP2	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9H7D7	-	NP_001366332|NP_001108585|NP_079436	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470423	8450	83743	114028	123751	-	-	CUL4B	GRWD1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDW4|GRWD|RRB1|WDR28	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9BQ67	A0MNN5	NP_113673	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470424	8450	5929	114028	111864	-	-	CUL4B	RBBP5	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	RBQ3|SWD1	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q15291	B4DLF8|A0A024R9B5	NP_001180202|NP_001180201|NP_005048	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470425	8450	64326	114028	122136	-	RP11-318C24.3	CUL4B	RFWD2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	COP1|RNF200	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q8NHY2	X5D7N8|X5DNY7	NP_001001740|NP_071902|NP_001273573	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470426	8450	54554	114028	120039	-	-	CUL4B	WDR5B	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	-	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q86VZ2	-	NP_061942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470427	8450	282809	114028	129421	-	-	CUL4B	POC1B	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CORD20|PIX1|TUWD12|WDR51B	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q8TC44	A0MNP0	NP_758440|NP_001186706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470428	8450	9410	114028	114805	-	RP11-490K7.3	CUL4B	SNRNP40	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	40K|HPRP8BP|PRP8BP|PRPF8BP|SPF38|WDR57	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q96DI7	A0MNP2	NP_004805	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470429	8450	80349	114028	123255	-	-	CUL4B	WDR61	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	REC14|SKI8	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9GZS3	H0YL19	NP_001290177|NP_001290176|NP_079510	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470430	8450	79968	114028	123035	-	-	CUL4B	WDR76	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	CDW14	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q9H967	-	NP_001161413|NP_079184	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470431	8450	80335	114028	123245	-	UNQ9342/PRO34047	CUL4B	WDR82	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	MST107|MSTP107|PRO2730|PRO34047|SWD2|TMEM113|WDR82A	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q6UXN9	A0A024R333	NP_079498	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470433	8450	11091	114028	116272	-	-	CUL4B	WDR5	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	BIG-3|CFAP89|SWD3	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	P61964	-	NP_001371340|NP_060058|NP_001371342|NP_001371343|NP_001371344|NP_001371341|NP_001371346|NP_001371347|NP_001371348|NP_001371339|NP_001371338|NP_438172|NP_001371345	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470448	8450	1642	114028	108009	-	-	CUL4B	DDB1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q16531	-	NP_001914	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470450	8450	7089	114028	112944	-	-	CUL4B	TLE2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	ESG|ESG2|GRG2	Affinity Capture-Western	physical	Higa LA (2006)	PUBMED:17041588	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q04725	K7EMK7	NP_003251|NP_001138233|NP_001138234|NP_001287775	-	-	-	-	-	-	Homo sapiens	Homo sapiens
558267	8450	150684	114028	127317	-	-	CUL4B	COMMD1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	C2orf5|MURR1	Reconstituted Complex	physical	Mao X (2011)	PUBMED:21778237	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q8N668	-	NP_689729	-	-	-	-	-	-	Homo sapiens	Homo sapiens
558273	150684	8450	127317	114028	-	-	COMMD1	CUL4B	C2orf5|MURR1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Mao X (2011)	PUBMED:21778237	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N668	-	NP_689729	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
572985	26043	8450	117507	114028	-	-	UBXN7	CUL4B	UBXD7	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Alexandru G (2008)	PUBMED:18775313	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O94888	-	NP_056377	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
576466	13194	8450	199074	114028	-	-	Ddb1	CUL4B	127kDa|AA408517|p127-Ddb1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q3U1J4	-	NP_056550	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Mus musculus	Homo sapiens
577327	76843	8450	218345	114028	-	-	Dtl	CUL4B	2810047L02Rik|5730564G15Rik|Ramp	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q3TLR7	-	NP_084042	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Mus musculus	Homo sapiens
589988	3838	8450	110036	114028	-	-	KPNA2	CUL4B	IPOA1|QIP2|RCH1|SRP1alpha	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Zou Y (2009)	PUBMED:19801544	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P52292	Q7Z726	NP_001307540|NP_002257	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
589989	3840	8450	110038	114028	-	-	KPNA4	CUL4B	IPOA3|QIP1|SRP3	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Zou Y (2009)	PUBMED:19801544	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00629	-	NP_002259	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
589990	3836	8450	110034	114028	-	-	KPNA1	CUL4B	IPOA5|NPI-1|RCH2|SRP1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Zou Y (2009)	PUBMED:19801544	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P52294	B3KXZ2	NP_002255	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
589991	3837	8450	110035	114028	-	-	KPNB1	CUL4B	IMB1|IPO1|IPOB|Impnb|NTF97	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Zou Y (2009)	PUBMED:19801544	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14974	B7Z752	NP_001263382|NP_002256	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
605752	1642	8450	108009	114028	-	-	DDB1	CUL4B	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-Western	physical	Kawajiri K (2009)	PUBMED:19651607	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16531	-	NP_001914	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
611410	6297	8450	112204	114028	-	-	SALL2	CUL4B	COLB|HSAL2|Sal-2|ZNF795|p150(Sal2)	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Reconstituted Complex	physical	Sung CK (2011)	PUBMED:21228219	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y467	E7EW59|B4DK65	NP_001351493|NP_001278376|NP_001278375|NP_005398	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
667623	51547	8450	119602	114028	-	-	SIRT7	CUL4B	SIR2L7	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	Affinity Capture-MS	physical	Tsai YC (2012)	PUBMED:22586326	9606	9606	High Throughput	-	-	exogenous expression of bait|figure 2, table S1.	-	BIOGRID	Q9NRC8	-	NP_057622	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
