#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1053945	8943	80230	114455	123193	PRO0039	-	AP3D1	RUFY1	ADTD|hBLVR	RABIP4|ZFYVE12	Affinity Capture-Western	physical	Ivan V (2012)	PUBMED:23144738	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q96T51	A8K7B1	NP_079434|NP_001035542|NP_001035541	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1183347	192669	8943	128177	114455	RP4-789D17.2	PRO0039	AGO3	AP3D1	EIF2C3	ADTD|hBLVR	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999766038	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999766038, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9H9G7	B4E1P5	NP_803171|NP_079128	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1188750	84062	8943	123857	114455	RP1-147M19.1	PRO0039	DTNBP1	AP3D1	BLOC1S8|DBND|HPS7|My031|SDY	ADTD|hBLVR	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999691894	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999691894, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q96EV8	A0A087WYP9|A6NFV8	NP_898861|NP_001258598|NP_001258597|NP_001258596|NP_115498	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1190184	11342	8943	116470	114455	-	PRO0039	RNF13	AP3D1	RZF	ADTD|hBLVR	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999987337	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999987337, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O43567	-	NP_899239|NP_009213|NP_899237|NP_001365219|NP_001365218|NP_001365217|NP_001365216|NP_001365215|NP_001365214|NP_001365220	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1240636	23136	8943	116753	114455	-	PRO0039	EPB41L3	AP3D1	4.1B|DAL-1|DAL1	ADTD|hBLVR	Affinity Capture-MS	physical	Hauri S (2013)	PUBMED:24366813	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y2J2	A8K968	NP_001371629|NP_001371628|NP_036439|NP_001371623|NP_001371622|NP_001371621|NP_001371620|NP_001371627|NP_001371626|NP_001371625|NP_001371624|NP_001371615|NP_001317486|NP_001371631|NP_001371632|NP_001371616|NP_001371617|NP_001371614|NP_001268463|NP_001371612|NP_001371613|NP_001371611|NP_001371630|NP_001268464|NP_001268462|NP_001371633|NP_001371634|NP_001371635|NP_001371618|NP_001371619	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1257916	4914	8943	110969	114455	-	PRO0039	NTRK1	AP3D1	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	ADTD|hBLVR	Affinity Capture-MS	physical	Emdal KB (2015)	PUBMED:25921289	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04629	X5DR71	NP_001007793|NP_002520|NP_001012331	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258657	8546	8943	114116	114455	-	PRO0039	AP3B1	AP3D1	ADTB3|ADTB3A|HPS|HPS2|PE	ADTD|hBLVR	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.903548858	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O00203	-	NP_001258698|NP_003655	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258658	26985	8943	117938	114455	RP11-178G16.4	PRO0039	AP3M1	AP3D1	-	ADTD|hBLVR	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.11072761	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q9Y2T2	A0A024QZR5	NP_996895|NP_001307192|NP_001307193|NP_001307194|NP_036227	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258661	8943	1176	114455	107590	PRO0039	-	AP3D1	AP3S1	ADTD|hBLVR	CLAPS3|Sigma3A	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.911854138	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q92572	-	NP_001351051|NP_001275|NP_001305019|NP_001002924|NP_001305022|NP_001305023|NP_001305020|NP_001351048	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1259877	8943	79577	114455	122724	PRO0039	-	AP3D1	CDC73	ADTD|hBLVR	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.110511698	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q6P1J9	-	NP_078805	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1260265	8943	22820	114455	116496	PRO0039	-	AP3D1	COPG1	ADTD|hBLVR	COPG	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.144040633	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q9Y678	-	NP_057212	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268762	8943	58517	114455	121843	PRO0039	-	AP3D1	RBM25	ADTD|hBLVR	NET52|RED120|RNPC7|S164|Snu71|fSAP94	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.072077106	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	P49756	-	NP_067062	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1432929	51199	8943	119372	114455	-	PRO0039	NIN	AP3D1	SCKL7	ADTD|hBLVR	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q8N4C6	Q5XUU0	NP_057434|NP_891989|NP_891991|NP_065972	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1433595	84984	8943	124410	114455	HSD5	PRO0039	CEP19	AP3D1	C3orf34|MOSPGF	ADTD|hBLVR	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q96LK0	-	NP_116287	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1435114	55835	8943	120939	114455	RP11-756A22.2	PRO0039	CENPJ	AP3D1	BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4	ADTD|hBLVR	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9HC77	A8K8P1	NP_060921	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1439487	7514	8943	113348	114455	-	PRO0039	XPO1	AP3D1	CRM1|emb|exp1	ADTD|hBLVR	Affinity Capture-MS	physical	Kirli K (2015)	PUBMED:26673895	9606	9606	High Throughput	-	-	Cargo A|Intreaction in the presence of RanGTP	-	BIOGRID	O14980	B3KWD0	NP_003391	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448986	7818	8943	113587	114455	-	PRO0039	DAP3	AP3D1	DAP-3|MRP-S29|MRPS29|bMRP-10	ADTD|hBLVR	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448987	64837	8943	122313	114455	-	PRO0039	KLC2	AP3D1	-	ADTD|hBLVR	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q9H0B6	-	NP_001128246|NP_001128247|NP_001305663|NP_001128248|NP_073733	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1509324	55294	8943	120581	114455	-	PRO0039	FBXW7	AP3D1	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	ADTD|hBLVR	Affinity Capture-MS	physical	Kourtis N (2015)	PUBMED:25720964	9606	9606	High Throughput	-	-	Table S1	-	BIOGRID	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515305	8943	65082	114455	122390	PRO0039	-	AP3D1	VPS33A	ADTD|hBLVR	-	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q96AX1	-	NP_001337948|NP_075067|NP_001337947	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515306	8943	26276	114455	117659	PRO0039	-	AP3D1	VPS33B	ADTD|hBLVR	-	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q9H267	F5H008|B7Z1N4	NP_001276077|NP_001276078|NP_061138	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515308	8943	1213	114455	107623	PRO0039	-	AP3D1	CLTC	ADTD|hBLVR	CHC|CHC17|CLH-17|CLTCL2|Hc	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q00610	A0A087WVQ6	NP_001275582|NP_004850	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515309	8943	71732	114455	214887	PRO0039	-	AP3D1	Vps11	ADTD|hBLVR	1200011A11Rik	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	10090	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q91W86	-	NP_082165	-	-	-	-	-	-	Homo sapiens	Mus musculus
1515310	8943	80743	114455	219804	PRO0039	RP23-29K12.8	AP3D1	Vps16	ADTD|hBLVR	1810074M16Rik	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	10090	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	-	G3X8X7|Q8BWV2|Q8C016	NP_085036	-	-	-	-	-	-	Homo sapiens	Mus musculus
1515311	8943	228545	114455	230740	PRO0039	RP23-46P4.6	AP3D1	Vps18	ADTD|hBLVR	9930024E13Rik	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	10090	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q8R307	-	NP_758473	-	-	-	-	-	-	Homo sapiens	Mus musculus
1515312	8943	23339	114455	116925	PRO0039	-	AP3D1	VPS39	ADTD|hBLVR	TLP|VAM6|hVam6p	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	Q96JC1	A0A024R9L9	NP_056104|NP_001288067	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515313	8943	27072	114455	117982	PRO0039	-	AP3D1	VPS41	ADTD|hBLVR	HVPS41|HVSP41|hVps41p	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 1	-	BIOGRID	O14617	-	NP_001248755|NP_003929|NP_001361728	P49754	-	NP_055211|NP_542198	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515320	1212	8943	107622	114455	-	PRO0039	CLTB	AP3D1	LCB	ADTD|hBLVR	Affinity Capture-Western	physical	Zlatic SA (2011)	PUBMED:21411634	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	P09497	A0A024R7S3|B4DTF9	NP_009028|NP_001825|NP_001351055	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1520107	5460	8943	111456	114455	DADB-104B20.2	PRO0039	POU5F1	AP3D1	OCT3|OCT4|OTF-3|OTF3|OTF4|Oct-3|Oct-4	ADTD|hBLVR	Affinity Capture-MS	physical	Oliviero G (2015)	PUBMED:26687479	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q01860	M1S623|D2IYK3|F2Z381	NP_001272916|NP_001272915|NP_002692|NP_001167002|NP_976034	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2208153	19016	8943	202320	114455	-	PRO0039	Pparg	AP3D1	Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2	ADTD|hBLVR	Affinity Capture-MS	physical	Lee KW (2016)	PUBMED:27197753	10090	9606	Low Throughput	-	-	-	-	BIOGRID	P37238	Q4FJR2|Q6GU14|M1VPI1	NP_001120802|NP_035276	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Mus musculus	Homo sapiens
2219609	1176	8943	107590	114455	-	PRO0039	AP3S1	AP3D1	CLAPS3|Sigma3A	ADTD|hBLVR	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99999954	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99999954, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q92572	-	NP_001351051|NP_001275|NP_001305019|NP_001002924|NP_001305022|NP_001305023|NP_001305020|NP_001351048	O14617	-	NP_001248755|NP_003929|NP_001361728	-	-	-	-	-	-	Homo sapiens	Homo sapiens
